"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103"
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999525753586,-0.00233242113928808,-0.0416561829325561,-0.140540912813537,-0.210102855164353,-0.193569351109405,-0.129329346602045,-0.0687268643261858,-0.0307677492028049,-0.0120561784045077,-0.00424689868103635,-0.0013712325553872,-0.000411759072869382,-0.000116284855287032,-3.1157582389258e-05,-7.97652731371824e-06,-1.96222980962126e-06,-4.6602650776618e-07,-1.07274068554372e-07,-2.4012226469668e-08,-5.24130100812085e-09,-1.11829513464323e-09,-2.33713580721301e-10,-4.7929594412544e-11,-9.66051180339835e-12,-1.91635171146976e-12,-3.74594690024647e-13,-7.22325145986925e-14,-1.37534366187298e-14,-2.58807003300008e-15,-4.8169055067336e-16,-8.8735119174533e-17,-1.61896465734687e-17,-2.92716599814747e-18,-5.24755289346581e-19,-9.3320549931862e-20,-1.64703420227789e-20,-2.88609723656368e-21,-5.0230371946951e-22,-8.68601109269333e-23,-1.49283913188289e-23,-2.55078661424389e-24,-4.33435322545892e-25,-7.32614784153169e-26,-1.23206257640171e-26,-2.0620210785025e-27,-3.43516700305766e-28,-5.69747443128333e-29,-9.40972013908898e-30,-1.54776827388608e-30,-2.53595005223852e-31,-4.13949563792903e-32,-6.73269225563024e-33,-1.09124879206723e-33,-1.76282118266559e-34,-2.838539670971e-35,-4.55652569663822e-36,-7.29242756579647e-37,-1.16373666903241e-37,-1.8519283418603e-38,-2.93914452657577e-39,-4.65246872810486e-40,-7.34595613336024e-41,-1.15704538468254e-41,-1.81812135751676e-42,-2.85034503563672e-43,-4.45865977841915e-44,-6.95941051122169e-45,-1.08400031502114e-45,-1.68500660436933e-46,-2.61405265775471e-47,-4.04754600148889e-48,-6.25543037880884e-49,-9.65012159679897e-50,-1.48607221095099e-50,-2.2845415978486e-51,-3.50614555501019e-52,-5.37219099121251e-53,-8.21829578735854e-54,-3.21250070980211e-54
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999352996372,-0.00274366073246548,-0.0457370634602061,-0.14745996842969,-0.213096428764795,-0.191082717875385,-0.124822376655563,-0.065063304013859,-0.0286398467015911,-0.0110552037490357,-0.00384205913706862,-0.00122538418152779,-0.000363846438450099,-0.000101692319338471,-2.69861678588761e-05,-6.84672957031345e-06,-1.67014994392777e-06,-3.93521198410948e-07,-8.99074838237978e-08,-1.99824425595047e-08,-4.33236071617791e-09,-9.18440265633313e-10,-1.90771859040102e-10,-3.88942917466366e-11,-7.79543237683471e-12,-1.5380517905073e-12,-2.99090910305248e-13,-5.73857015006771e-14,-1.08739941264489e-14,-2.0367277514521e-15,-3.77373633108615e-16,-6.92163128328975e-17,-1.25753151375426e-17,-2.2643989905195e-18,-4.0433259908146e-19,-7.16283271269418e-20,-1.25945379869471e-20,-2.19890612140259e-21,-3.8134663287879e-22,-6.57160184172189e-23,-1.12563810172797e-23,-1.91703725321101e-24,-3.24702332536722e-25,-5.47109079763988e-26,-9.17274083799624e-27,-1.53058400606804e-27,-2.54236529740654e-28,-4.20460899716421e-29,-6.92466949007145e-30,-1.13587963440996e-30,-1.8560728552127e-31,-3.02170934027023e-32,-4.90192942454065e-33,-7.92494695427399e-34,-1.27701389604637e-34,-2.05124170589244e-35,-3.28480224187388e-36,-5.24468517184635e-37,-8.35009929846023e-38,-1.3257689600554e-38,-2.0993648103508e-39,-3.31581085098023e-40,-5.22407528080725e-41,-8.21072117424152e-42,-1.28747299128038e-42,-2.01423959812144e-43,-3.14434452851579e-44,-4.89805430503648e-45,-7.61410325572737e-46,-1.18124957068778e-46,-1.82901481775824e-47,-2.82663227011767e-48,-4.36034452339734e-49,-6.71419016125732e-50,-1.03206928663966e-50,-1.58375011623772e-51,-2.42631096449733e-52,-3.71113631989022e-53,-1.45054265367714e-53
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999118924167,-0.00322149720783924,-0.0501257629239988,-0.154436309911967,-0.215736834319792,-0.1882825789859,-0.120251838320359,-0.0614822298985343,-0.0266102873366333,-0.010118770573758,-0.00346944576794085,-0.0010930432250594,-0.000320920153877274,-8.87681279965058e-05,-2.33304220670234e-05,-5.86619378409001e-06,-1.41894306693662e-06,-3.31687845152265e-07,-7.52143744112929e-08,-1.65984918147441e-08,-3.57448952981219e-09,-7.52920823320645e-10,-1.55434917595917e-10,-3.15044494051191e-11,-6.27890907985506e-12,-1.23216995037212e-12,-2.38368424012336e-13,-4.55070380052228e-14,-8.58165143552864e-15,-1.59990372869944e-15,-2.95106579233888e-16,-5.38921236038897e-17,-9.74999289916216e-18,-1.74848723603434e-18,-3.10974374556017e-19,-5.48777428362444e-20,-9.61315127036403e-21,-1.67226973709528e-21,-2.88986364171502e-22,-4.96279137194615e-23,-8.47204926132901e-24,-1.43810596789648e-24,-2.42800976330881e-25,-4.07827098048186e-26,-6.81662484865022e-27,-1.13403159389122e-27,-1.87815729398146e-28,-3.09722501754519e-29,-5.0865732753678e-30,-8.32075239340002e-31,-1.35597991259391e-31,-2.20171883454163e-32,-3.56245393655097e-33,-5.74477289675107e-34,-9.23393681832429e-35,-1.47959420149642e-35,-2.36367926748826e-36,-3.76504902657478e-37,-5.98043086224481e-38,-9.47360838669211e-39,-1.49678284589695e-39,-2.3588479481427e-40,-3.70829636600312e-41,-5.81588924057875e-42,-9.10033329935734e-43,-1.42078622300841e-43,-2.21339961676853e-44,-3.4409522806008e-45,-5.33841126790314e-46,-8.26581408316639e-47,-1.27739152044232e-47,-1.97038342274845e-48,-3.03380965375126e-49,-4.66292469464869e-50,-7.15453986497671e-51,-1.09591825745019e-51,-1.67597251786601e-52,-6.55015587115033e-53
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999998802397207,-0.00377553107332329,-0.0548335864278065,-0.161442410583726,-0.218004455623678,-0.185179030046445,-0.115633571377265,-0.0579903921344987,-0.0246786487742894,-0.0092444629279757,-0.00312715277807074,-0.000973184855208633,-0.000282532747918418,-7.73426250232038e-05,-2.01324631047014e-05,-5.0167513270106e-06,-1.20328198717921e-06,-2.79051216235318e-07,-6.28056608688276e-08,-1.37620021721816e-08,-2.94371924708014e-09,-6.16085006305514e-10,-1.26408361123885e-10,-2.54712851900278e-11,-5.04802059829676e-12,-9.85288025773037e-13,-1.89621323607574e-13,-3.60202216238451e-14,-6.75998271147579e-15,-1.25443354276106e-15,-2.30345201203609e-16,-4.1882738649707e-17,-7.54540680791115e-18,-1.34761215048857e-18,-2.38728014818201e-19,-4.19662931569062e-20,-7.32389737291905e-21,-1.2694012179433e-21,-2.18588708455616e-22,-3.74087961505547e-23,-6.36459975316146e-24,-1.07682260208434e-24,-1.81220943481807e-25,-3.03438843073514e-26,-5.05629729736915e-27,-8.38660281181148e-28,-1.38490157316777e-28,-2.27726116447664e-29,-3.72944750731653e-30,-6.08395260598198e-31,-9.88790831259683e-32,-1.60126778434161e-32,-2.58418974591728e-33,-4.15663895737154e-34,-6.6645543219078e-35,-1.06527403425201e-35,-1.69769942439541e-36,-2.69783128168773e-37,-4.27529656617109e-38,-6.75703156500979e-39,-1.0651790576357e-39,-1.67495476916915e-40,-2.6274374300263e-41,-4.11191272266368e-42,-6.42050824731645e-43,-1.00032076223622e-43,-1.55518648296924e-44,-2.41282954339374e-45,-3.73592572278234e-46,-5.77327892286551e-47,-8.90479184337791e-48,-1.37096104692814e-48,-2.10692361309777e-49,-3.23233306044796e-50,-4.95048216001625e-51,-7.56941998565547e-52,-2.95806330523765e-52
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999998375222271,-0.00441651779457564,-0.0598706474256943,-0.168448635410173,-0.219881192723284,-0.18178377482735,-0.110983342411785,-0.0545939008155098,-0.0228441412182736,-0.00842979992767342,-0.00281332393714974,-0.000864838456090403,-0.000248268854886919,-6.7260857649466e-05,-1.73401509617448e-05,-4.28223393763811e-06,-1.01847765820722e-06,-2.34325702933824e-07,-5.23453825353845e-08,-1.1388755292416e-08,-2.41969368782842e-09,-5.03168698608968e-10,-1.02608812194167e-10,-2.05547154474527e-11,-4.05078961854773e-12,-7.86389022586622e-13,-1.5055918955792e-13,-2.84574406270641e-14,-5.3149838083725e-15,-9.81709767282007e-16,-1.79457284572335e-16,-3.24882630136361e-17,-5.82831030143836e-18,-1.0366902541594e-18,-1.82921104976466e-19,-3.20321895648351e-20,-5.56929688675148e-21,-9.61774231217733e-22,-1.65028800476669e-22,-2.81451191994489e-23,-4.77238386673077e-24,-8.04783535227564e-25,-1.35004421266274e-25,-2.25344993934272e-26,-3.74349670735034e-27,-6.19054154713649e-28,-1.0192659164497e-28,-1.67122362838324e-29,-2.72926269016685e-30,-4.44007894377942e-31,-7.19676383550914e-32,-1.16237890798096e-32,-1.87103187484449e-33,-3.00188042257138e-34,-4.80105821160708e-35,-7.65529106805331e-36,-1.21706760512051e-36,-1.92948133772294e-37,-3.05057469871393e-38,-4.8103659108891e-39,-7.56603049204343e-40,-1.18710153458453e-40,-1.85811237370574e-41,-2.9017052455046e-42,-4.52129832522756e-43,-7.02961394006118e-44,-1.0906534094698e-44,-1.68871468436838e-45,-2.60955277024606e-46,-4.02477024028681e-47,-6.19591085948633e-48,-9.52096857397745e-49,-1.46046414038041e-49,-2.23643073809635e-50,-3.4189672256066e-51,-1.3359766011146e-51
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999997799886248,-0.00515646342155165,-0.065245607321915,-0.17542334250162,-0.221350659041799,-0.178110060498369,-0.10631674750978,-0.0512982120456003,-0.0211056298097261,-0.00767225219956021,-0.00252615738518507,-0.00076708707455388,-0.00021774375589394,-5.83815894499186e-05,-1.49066089080826e-05,-3.64828052553079e-06,-8.60410335743772e-07,-1.96392979263661e-07,-4.35439664975899e-08,-9.40677858864152e-09,-1.98515497639106e-09,-4.10163126160409e-10,-8.31311026035498e-11,-1.65554923336996e-11,-3.24435433000715e-12,-6.26443202562131e-13,-1.19315642450097e-13,-2.24396106572527e-14,-4.17088607460643e-15,-7.66811445703745e-16,-1.39544600321293e-16,-2.51528924641095e-17,-4.49337529263479e-18,-7.95981794207071e-19,-1.39892446970177e-19,-2.44029687008143e-20,-4.22696362544579e-21,-7.27306358039269e-22,-1.24354579426288e-22,-2.11350107614261e-23,-3.57165630913493e-24,-6.00321674715215e-25,-1.00382409722758e-25,-1.67030075132504e-26,-2.76625575602386e-27,-4.56080213227533e-28,-7.48731520015071e-29,-1.22412654499418e-29,-1.99349981163629e-30,-3.23419039187064e-31,-5.2280543427171e-32,-8.42173354274586e-33,-1.35209745275857e-33,-2.16378693625712e-34,-3.45201641604805e-35,-5.49075537996771e-36,-8.70840514028757e-37,-1.37732490251183e-37,-2.17253660686324e-38,-3.41798615917723e-39,-5.36393586284965e-40,-8.39735802972882e-41,-1.31154014796594e-41,-2.04377330734289e-42,-3.17780277757054e-43,-4.93053092847446e-44,-7.63415671374943e-45,-1.17965751558719e-45,-1.81929847371988e-46,-2.80046189239589e-47,-4.30285361106804e-48,-6.59944128150002e-49,-1.01042254201888e-49,-1.54441788483876e-50,-6.0342969557601e-51
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999702659299,-0.00600871970098988,-0.0709653989499783,-0.182333015049924,-0.222398370964149,-0.174172598804129,-0.101649117166746,-0.048108119110183,-0.0194616583254132,-0.00696925765271388,-0.00226390977599764,-0.000679066621935759,-0.000190601900079392,-5.05763490197665e-05,-1.27897745136422e-05,-3.10215938806298e-06,-7.25467193752514e-07,-1.64282020429749e-07,-3.61522759680437e-08,-7.75467550780253e-09,-1.62549818577548e-09,-3.33701116504855e-10,-6.72203034184781e-11,-1.33085511833025e-11,-2.59343231183102e-12,-4.98062686697329e-13,-9.43725188717209e-14,-1.76600871888314e-14,-3.26672635499303e-15,-5.97794766457261e-16,-1.08298646112744e-16,-1.94360238312506e-17,-3.45748868350267e-18,-6.09979585595632e-19,-1.06778241574895e-19,-1.85548200577452e-20,-3.20195112508272e-21,-5.48933428073081e-22,-9.35237409351537e-23,-1.58401723046914e-23,-2.66785364287602e-24,-4.46937723149569e-25,-7.44946852356693e-26,-1.23566141476939e-26,-2.04016481264321e-27,-3.35360467618757e-28,-5.48937345627045e-29,-8.94903303329591e-30,-1.45326597871959e-30,-2.35124844004676e-31,-3.79053911123489e-32,-6.08994428446074e-33,-9.75198108305869e-34,-1.55665957560851e-34,-2.47723256267266e-35,-3.93061521263055e-36,-6.21900054952143e-37,-9.81273937666799e-38,-1.5442250356049e-38,-2.42393256541e-39,-3.79539614822765e-40,-5.92864602293749e-41,-9.23951661136536e-42,-1.43671358342933e-42,-2.22919861233291e-43,-3.45154823768854e-44,-5.33326824271939e-45,-8.2245784060371e-46,-1.26590138173795e-46,-1.94480601342533e-47,-2.98240094492014e-48,-4.56553055449842e-49,-6.97707196063259e-50,-2.72578655213572e-50
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999995989400518,-0.00698807658787885,-0.0770349360270871,-0.189142424756955,-0.223011927438429,-0.169987473757112,-0.096995424311844,-0.0450277487118742,-0.0179104739349721,-0.00631823649772832,-0.00202489977516078,-0.00059996485447492,-0.000166515416748662,-4.37285164426337e-05,-1.09519795784502e-05,-2.63260497724846e-06,-6.10485909299014e-07,-1.37151265575929e-07,-2.99563576432997e-08,-6.38016696761742e-09,-1.32838593458922e-09,-2.70959518548201e-10,-5.42479215308002e-11,-1.06773914495172e-11,-2.06903226228027e-12,-3.95213726318133e-13,-7.44971085244414e-14,-1.3871265248574e-14,-2.55354133396585e-15,-4.65116062114774e-16,-8.38839215918522e-17,-1.49889985898821e-17,-2.65518354970116e-18,-4.66523122282964e-19,-8.13423976320488e-20,-1.40804501086804e-20,-2.42073134373035e-21,-4.1349254128116e-22,-7.0198472875782e-23,-1.18484908241101e-23,-1.98884092147555e-24,-3.32089930708096e-25,-5.51745333931091e-26,-9.12325894205678e-27,-1.50170242535527e-27,-2.4610940421447e-28,-4.01666069548553e-29,-6.5293750256237e-30,-1.05735231760662e-30,-1.70599268753272e-31,-2.74288486474692e-32,-4.39512113485778e-33,-7.01977856465969e-34,-1.11768264553436e-34,-1.77421568721419e-35,-2.80824291969283e-36,-4.43249517919667e-37,-6.97733918896601e-38,-1.09546821829288e-38,-1.7156017247597e-39,-2.68025648670165e-40,-4.17747711039952e-41,-6.49624833895681e-42,-1.00798339987642e-42,-1.56068873193473e-43,-2.41145917707243e-44,-3.71853172675107e-45,-5.72291187469642e-46,-8.79106517168968e-47,-1.34793396613401e-47,-2.06310433942204e-48,-3.15225284366466e-49,-1.2313889978149e-49
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999994601200375,-0.00811084963667908,-0.0834568112799042,-0.1958148274743,-0.223181177164917,-0.165572036602511,-0.0923701963126377,-0.0420605621830033,-0.0164500527755367,-0.00571660544335404,-0.00180751093245193,-0.000529020156934766,-0.00014518262846026,-3.77324490882216e-05,-9.35955813284226e-06,-2.22966836165757e-06,-5.12703750057927e-07,-1.14272725756934e-07,-2.47728146662395e-08,-5.23881958221512e-09,-1.08341546646716e-09,-2.1957563504513e-10,-4.36916776809024e-11,-8.54933891655504e-12,-1.64737545556919e-12,-3.12977427056128e-13,-5.8690291940401e-14,-1.08735734592188e-14,-1.99207649540248e-15,-3.61163247709276e-16,-6.48436431614073e-17,-1.15364130690714e-17,-2.03498547337844e-18,-3.56093486479669e-19,-6.18420898651902e-20,-1.06637342240602e-20,-1.8264654935247e-21,-3.10848420339334e-22,-5.2585552576395e-23,-8.84502683709573e-24,-1.47969115241039e-24,-2.46261990888744e-25,-4.07835505363019e-26,-6.72254163656099e-27,-1.1031523506769e-27,-1.80250938610817e-28,-2.93319204466363e-29,-4.75444797555904e-30,-7.67763248998203e-31,-1.23534651231342e-31,-1.98082978301161e-32,-3.1656388154875e-33,-5.04297666517318e-34,-8.00896417439911e-35,-1.268174548501e-35,-2.00235832517913e-36,-3.15289081941763e-37,-4.95133590748642e-38,-7.75571709234736e-39,-1.21184032016386e-39,-1.88898531736746e-40,-2.93768766780963e-41,-4.55836366621242e-42,-7.05780321596701e-43,-1.09047775036798e-43,-1.68143028135507e-44,-2.58751298701624e-45,-3.97423418709932e-46,-6.09278858489712e-47,-9.32382103161176e-48,-1.42432579661302e-48,-5.56336930038038e-49
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999274721201,-0.00939495928569021,-0.0902309865858143,-0.202312191391758,-0.222898370995306,-0.160944788977904,-0.0877874317779391,-0.039209361535318,-0.0150781261020306,-0.00516179101095493,-0.00161019395256801,-0.000465520153581313,-0.000126326574220479,-3.24926478586066e-05,-7.982481573781e-06,-1.88458054131343e-06,-4.29711722653057e-07,-9.50178527819621e-08,-2.04447384092022e-08,-4.2929388078945e-09,-8.81831588192305e-10,-1.77575784045916e-10,-3.51183576176583e-11,-6.83155801505487e-12,-1.30899436638133e-12,-2.47351113625365e-13,-4.61437601007296e-14,-8.50645026329728e-15,-1.55091854213493e-15,-2.79875975169366e-16,-5.00237156034673e-17,-8.8611244262607e-18,-1.55649573844667e-18,-2.71253121091717e-19,-4.69214261212882e-20,-8.05975693766188e-21,-1.37529608867265e-21,-2.33211255688204e-22,-3.93119944018938e-23,-6.58954049586659e-24,-1.09865658909993e-24,-1.82246385077931e-25,-3.00850856813586e-26,-4.94352640177119e-27,-8.08736352955885e-28,-1.31748815270889e-28,-2.1376456147997e-29,-3.45500311556713e-30,-5.56358561578994e-31,-8.92730308558369e-32,-1.42760018119037e-32,-2.27547324496674e-33,-3.61551662076898e-34,-5.7273543318989e-35,-9.04631089036441e-36,-1.42484879969285e-36,-2.23815134216194e-37,-3.5065077521658e-38,-5.47979098017501e-39,-8.54268081906921e-40,-1.32861963594958e-40,-2.06165987807529e-41,-3.19209038176489e-42,-4.93180127519735e-43,-7.60391372736535e-44,-1.17003181917238e-44,-1.79685669909287e-45,-2.75429027914225e-46,-4.21415568285644e-47,-6.43634178824399e-48,-2.51374178401081e-48
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999027657947,-0.0108599985521934,-0.0973544791647306,-0.208595457688778,-0.222158297248607,-0.156125255346059,-0.0832605229149583,-0.0364763001577537,-0.0137922067738909,-0.00465124191758032,-0.00143146839111626,-0.000408800170094199,-0.000109693551053381,-2.79229646131197e-05,-6.79401992613133e-06,-1.5896277908618e-06,-3.59413364477812e-07,-7.88449986575004e-08,-1.68381384284836e-08,-3.51060742292299e-09,-7.16279604498824e-10,-1.43314339741665e-10,-2.81692955125517e-11,-5.44770147093337e-12,-1.03798069595379e-12,-1.95083723811088e-13,-3.62047876653166e-14,-6.6409583152098e-15,-1.20497567036421e-15,-2.16438244515532e-16,-3.85115323226365e-17,-6.79224252975695e-18,-1.18806683161024e-18,-2.06201476650741e-19,-3.55274929886305e-20,-6.07912243053767e-21,-1.03344473470173e-21,-1.74604994709789e-22,-2.93285117462299e-23,-4.89911259110521e-24,-8.14065154190223e-25,-1.3459433222666e-25,-2.21474528796196e-26,-3.62782666014782e-27,-5.91677083295637e-28,-9.60997405578122e-29,-1.55466646574908e-29,-2.50555015101414e-30,-4.02335676348636e-31,-6.43810534213113e-32,-1.02676804573493e-32,-1.63225654002417e-33,-2.58678348163492e-34,-4.08731459878566e-35,-6.43976912750827e-36,-1.0118172445497e-36,-1.58553663321715e-37,-2.47818388763488e-38,-3.86377955810216e-39,-6.00965131903411e-40,-9.32564897022283e-41,-1.44389206996739e-41,-2.23073356430261e-42,-3.43912455318574e-43,-5.29131803541776e-44,-8.12498922355092e-45,-1.24523311320143e-45,-1.90490041609318e-46,-2.90878321507954e-47,-1.13591169453887e-47
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999986991551979,-0.012527285141746,-0.104821048581391,-0.214624833097799,-0.220958397764268,-0.151133845917739,-0.0788021841237816,-0.033862897926052,-0.0125896158439741,-0.00418244048897461,-0.00126992380572948,-0.000358241569262003,-9.50516813359536e-05,-2.39458511445769e-05,-5.77042815629329e-06,-1.33803822768273e-06,-2.99987786025235e-07,-6.52883087584913e-08,-1.38388156334573e-08,-2.86485183518381e-09,-5.80593071730668e-10,-1.15421810931266e-10,-2.25481079355151e-11,-4.33510050762548e-12,-8.21359162964955e-13,-1.53539645774409e-13,-2.83472777598826e-14,-5.17375038620897e-15,-9.34243099052991e-16,-1.67030090440163e-16,-2.95867990309031e-17,-5.19553009965866e-18,-9.04953236035583e-19,-1.56423186459652e-19,-2.68441867689273e-20,-4.57564334704848e-21,-7.74944564441555e-22,-1.30453624168114e-22,-2.18347037741333e-23,-3.6347290345645e-24,-6.01933752435271e-25,-9.9194353669206e-26,-1.62700411179775e-26,-2.65673678229091e-27,-4.31971269186891e-28,-6.99503742279081e-29,-1.12831687653072e-29,-1.8132182730708e-30,-2.90345195460802e-31,-4.63327638808503e-32,-7.36937106700345e-33,-1.16841582869252e-33,-1.84689466227157e-34,-2.91081370532107e-35,-4.57468733754214e-36,-7.17014111948352e-37,-1.12087050716229e-37,-1.74777122570267e-38,-2.71864823620537e-39,-4.21887540989222e-40,-6.532054382435e-41,-1.00912455424588e-41,-1.55565236863713e-42,-2.3932197125012e-43,-3.67436995262947e-44,-5.63041290776183e-45,-8.61152782428476e-46,-1.31470154847735e-46,-5.13346507729104e-47
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999982633600151,-0.0144198934557564,-0.112620890064702,-0.220360113321044,-0.219298862654186,-0.145991711399803,-0.0744243874282879,-0.0313700604443397,-0.0114675090228625,-0.00375291307432469,-0.00112422039456921,-0.000313269982451094,-8.21895124263654e-05,-2.0491649754332e-05,-4.89065641879011e-06,-1.1238788263453e-06,-2.49856594879256e-07,-5.394790456624e-08,-1.13496289818273e-08,-2.33292060244877e-09,-4.69611805725465e-10,-9.27606993016186e-11,-1.80103485463718e-11,-3.44241269300192e-12,-6.48566973192291e-13,-1.20586287584446e-13,-2.21480046908631e-14,-4.02214833118144e-15,-7.22802110865145e-16,-1.2862735020255e-16,-2.26820894007e-17,-3.96574183612072e-18,-6.87842959866268e-19,-1.18409999521163e-19,-2.0240155017702e-20,-3.43669771804606e-21,-5.79871693600093e-22,-9.72598349260766e-23,-1.62211812270795e-23,-2.69094333819027e-24,-4.44136147059791e-25,-7.2949954466753e-26,-1.19270051811463e-26,-1.94145988922597e-27,-3.14704439547507e-28,-5.08084285227579e-29,-8.17151967039987e-30,-1.30940793221627e-30,-2.09082958408799e-31,-3.32733271860562e-32,-5.2779636968156e-33,-8.34611451911633e-34,-1.3158369163505e-34,-2.06856250820067e-35,-3.24287665008237e-36,-5.07027159078166e-37,-7.90701379575472e-38,-1.23002385577065e-38,-1.908849063482e-39,-2.95543912751968e-40,-4.56560581677015e-41,-7.03773175209176e-42,-1.08256828689726e-42,-1.66186266548243e-43,-2.54612540079259e-44,-3.89345885797458e-45,-5.94275259945883e-46,-2.32017006311588e-46
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999976865661202,-0.0165626614747958,-0.12074034040245,-0.22576103569137,-0.217182701879325,-0.14072059099961,-0.0701383052495901,-0.0289981020993196,-0.010422902801664,-0.00336023944488014,-0.000993089156471665,-0.000273353457856068,-7.09146542742287e-05,-1.74979251800215e-05,-4.13608308309474e-06,-9.41962128314371e-07,-2.07654356223492e-07,-4.44812238202574e-08,-9.28811087480688e-09,-1.89566126527664e-09,-3.79026127715861e-10,-7.43880422750362e-11,-1.43547989839687e-11,-2.72765653371148e-12,-5.11021929664686e-13,-9.45014127005321e-14,-1.72671570721369e-14,-3.12013710900262e-15,-5.58009908857052e-16,-9.88404957231072e-17,-1.73512640577687e-17,-3.0205219610515e-18,-5.21693518315564e-19,-8.94414055224324e-20,-1.52279135341559e-20,-2.57568938768366e-21,-4.32968366502701e-22,-7.23558904460553e-23,-1.20248767444872e-23,-1.98792525557595e-24,-3.26999079517463e-25,-5.35335548688176e-26,-8.72443176784981e-27,-1.41570022591458e-27,-2.28777790756152e-28,-3.68251452157633e-29,-5.905240124822e-30,-9.43545468057889e-31,-1.50240013608586e-31,-2.38433480511738e-32,-3.77194505291562e-33,-5.94886662841275e-34,-9.35459504911057e-35,-1.46685056368374e-35,-2.29383633275323e-36,-3.57764898258968e-37,-5.56586330714829e-38,-8.63784623910213e-39,-1.33737483014003e-39,-2.06590488417766e-40,-3.18427098105388e-41,-4.89760358607809e-42,-7.51728527540325e-43,-1.15151785500316e-43,-1.76051481174166e-44,-2.68654376479701e-45,-1.04875310392046e-45
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999969249514431,-0.0189821670228953,-0.129161603404619,-0.23078765887192,-0.21461579195948,-0.135342655187947,-0.0659542609278801,-0.0267467725732518,-0.00945270002857832,-0.00300206116868478,-0.000875331608566485,-0.000238000545457394,-6.10524598911696e-05,-1.49088373674619e-05,-3.49026936703025e-06,-7.87761925563667e-07,-1.72202267874844e-07,-3.65953972384958e-08,-7.58439090163029e-09,-1.53698314478203e-09,-3.05243821503592e-10,-5.95236885414297e-11,-1.14161509896385e-11,-2.15657230157033e-12,-4.01764756362852e-13,-7.38969081380069e-14,-1.34324323992527e-14,-2.41510972076323e-15,-4.29845120352649e-16,-7.57851471028676e-17,-1.32442317490523e-17,-2.2955520664089e-18,-3.94810938393685e-19,-6.74118805241462e-20,-1.14317985067935e-20,-1.92616387668883e-21,-3.22573002192623e-22,-5.37108280784306e-23,-8.89459917482574e-24,-1.46535597837726e-24,-2.40228500689627e-25,-3.91989769815499e-26,-6.36781568238973e-27,-1.03005821836431e-27,-1.65948161466131e-28,-2.66318149672806e-29,-4.25813949598457e-30,-6.78419448810479e-31,-1.07720952073287e-31,-1.70484867897378e-32,-2.68974994735365e-33,-4.23088982604934e-34,-6.63583393081592e-35,-1.03788846747202e-35,-1.61898198518835e-36,-2.51890520604688e-37,-3.90931051005135e-38,-6.05264210463395e-39,-9.34936882513652e-40,-1.44094106125517e-40,-2.21599724642803e-41,-3.40080822469977e-42,-5.20852021449628e-43,-7.96148007570177e-44,-1.21463885091647e-44,-4.74102283496794e-45
